[2024-10-20 10:03:58] [INFO    ] discord.client: logging in using static token
[2024-10-20 10:04:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/guilds/1297304929328828486/channels with {"type":4,"name":"Atendimento de vinicius6256","permission_overwrites":[{"allow":0,"deny":1024,"id":1297304929328828486,"type":0},{"allow":1024,"deny":0,"id":487007808290553866,"type":1},{"allow":1024,"deny":0,"id":1297355096719491072,"type":0}]} has returned 201
[2024-10-20 10:04:07] [DEBUG   ] discord.http: POST /guilds/{guild_id}/channels has found its initial rate limit bucket hash (be56019ae011689ff5baf218062aacf5).
[2024-10-20 10:04:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/guilds/1297304929328828486/channels has received {'id': '1297545890080231505', 'type': 4, 'flags': 0, 'guild_id': '1297304929328828486', 'name': 'Atendimento de vinicius6256', 'parent_id': None, 'position': 12, 'permission_overwrites': [{'id': '1297304929328828486', 'type': 0, 'allow': '0', 'deny': '1024'}, {'id': '487007808290553866', 'type': 1, 'allow': '1024', 'deny': '0'}, {'id': '1297355096719491072', 'type': 0, 'allow': '1024', 'deny': '0'}]}
[2024-10-20 10:04:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 10, 'op': 0, 'd': {'version': 1729429447887, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 25, 'permission_overwrites': [{'type': 0, 'id': '1297304929328828486', 'deny': '1024', 'allow': '0'}, {'type': 1, 'id': '487007808290553866', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1297355096719491072', 'deny': '0', 'allow': '1024'}], 'parent_id': '1297545890080231505', 'nsfw': False, 'name': 'atendimento', 'last_message_id': None, 'id': '1297545891644964984', 'guild_id': '1297304929328828486', 'flags': 0}}
[2024-10-20 10:04:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:08] [DEBUG   ] discord.client: Dispatching event guild_channel_create
[2024-10-20 10:04:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 11, 'op': 0, 'd': {'user_id': '1297324281591627837', 'target_id': '1297545891644964984', 'id': '1297545891644964987', 'changes': [{'new_value': 'atendimento', 'key': 'name'}, {'new_value': 0, 'key': 'type'}, {'new_value': [{'type': 0, 'id': '1297304929328828486', 'deny': '1024', 'allow': '0'}, {'type': 1, 'id': '487007808290553866', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1297355096719491072', 'deny': '0', 'allow': '1024'}], 'key': 'permission_overwrites'}, {'new_value': False, 'key': 'nsfw'}, {'new_value': 0, 'key': 'rate_limit_per_user'}, {'new_value': 0, 'key': 'flags'}], 'action_type': 10, 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:08] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2024-10-20 10:04:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/guilds/1297304929328828486/channels with {"type":0,"name":"Atendimento","parent_id":1297545890080231505,"permission_overwrites":[{"allow":0,"deny":1024,"id":1297304929328828486,"type":0},{"allow":1024,"deny":0,"id":487007808290553866,"type":1},{"allow":1024,"deny":0,"id":1297355096719491072,"type":0}]} has returned 201
[2024-10-20 10:04:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/guilds/1297304929328828486/channels has received {'id': '1297545891644964984', 'type': 0, 'last_message_id': None, 'flags': 0, 'guild_id': '1297304929328828486', 'name': 'atendimento', 'parent_id': '1297545890080231505', 'rate_limit_per_user': 0, 'topic': None, 'position': 25, 'permission_overwrites': [{'id': '1297304929328828486', 'type': 0, 'allow': '0', 'deny': '1024'}, {'id': '487007808290553866', 'type': 1, 'allow': '1024', 'deny': '0'}, {'id': '1297355096719491072', 'type': 0, 'allow': '1024', 'deny': '0'}], 'nsfw': False}
[2024-10-20 10:04:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'webhook_id': '1297324281591627837', 'type': 19, 'tts': False, 'timestamp': '2024-10-20T13:04:08.159000+00:00', 'position': 0, 'pinned': False, 'nonce': '1297545888188596224', 'message_reference': {'type': 0, 'message_id': '1297545881960321056', 'guild_id': '1297304929328828486', 'channel_id': '1297304929328828490'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'type': 3, 'interacted_message_id': '1297545881960321056', 'id': '1297545888599642195', 'authorizing_integration_owners': {'0': '1297304929328828486'}}, 'id': '1297545893129486440', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': 'Feito! Vá para o canal de atendimento.', 'components': [], 'channel_id': '1297304929328828490', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1297324281591627837'}}
[2024-10-20 10:04:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:08] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:08] [DEBUG   ] discord.webhook.async_: Webhook ID 1297545888599642195 with POST https://discord.com/api/v10/interactions/1297545888599642195/aW50ZXJhY3Rpb246MTI5NzU0NTg4ODU5OTY0MjE5NTp1YVlmcnVzbXdwcUk3VGg3NWJ6RkxmSGdLRTR0VWVMYzBpbVU4Zk95NHdMN2hBTmc1V043QXdCR1d5REU0TWdZR0dmY2d3b082Tks0SEpCZXdtSkZiaFdGM3RJRzI5S2dBTWg5NzZjclRyTHdHb0lpbWF1b01rMFd3T0JWRVR4Mw/callback has returned status code 204
[2024-10-20 10:04:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:09.381000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1297355096719491072', '1297329024351207489'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T22:42:22.705000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1297545898255061154', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '👋 Olá vinicius6256, bem-vindo ao canal de atendimento!\n\nPor favor, selecione abaixo em qual categoria seu problema se enquadra para que possamos te ajudar melhor:', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 1, 'label': '📚 Sou novo aqui', 'id': 2, 'custom_id': 'aa9b2b87c4bba8d3d3cd1cd1d07b214d'}, {'type': 2, 'style': 1, 'label': '❓ Dúvidas sobre Aliança', 'id': 3, 'custom_id': '9f2da66c25d198061a829dd7622ea6ac'}, {'type': 2, 'style': 1, 'label': '🏆 Competições e Ligas', 'id': 4, 'custom_id': '5757474c4e700ffe1d294397760b3898'}, {'type': 2, 'style': 1, 'label': '🛠️ Problemas Técnicos', 'id': 5, 'custom_id': '2b9ac2b5672905a070bcdffda4753d38'}, {'type': 2, 'style': 1, 'label': '🎁 Sistema de Premiação', 'id': 6, 'custom_id': 'e595d3b7f0d69076fd25e0decf64d3e5'}]}, {'type': 1, 'id': 7, 'components': [{'type': 2, 'style': 1, 'label': '⚙️ Criação e Gestão de Torneios', 'id': 8, 'custom_id': '9dbabdb38988602f0741599870bcc1dc'}, {'type': 2, 'style': 1, 'label': '📜 Regras e Regulamentos', 'id': 9, 'custom_id': 'd48167c4eb4a3815c589ee4b416f7a04'}, {'type': 2, 'style': 1, 'label': '⏳ Adiamento de Partidas', 'id': 10, 'custom_id': '55e58c70fc675aece1693a18ceb1b8e4'}, {'type': 2, 'style': 1, 'label': '🔄 Substituição de Membros', 'id': 11, 'custom_id': '66a0723f8fbd23bcfde976a6ca0fb1e3'}, {'type': 2, 'style': 1, 'label': '🔍 Outro', 'id': 12, 'custom_id': 'd78fbb2f6a00de2336e32db9594d59f8'}]}], 'channel_id': '1297545891644964984', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:09] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:09] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297545891644964984/messages with {"content":"\ud83d\udc4b Ol\u00e1 vinicius6256, bem-vindo ao canal de atendimento!\n\nPor favor, selecione abaixo em qual categoria seu problema se enquadra para que possamos te ajudar melhor:\n","components":[{"type":1,"components":[{"type":2,"style":1,"disabled":false,"label":"\ud83d\udcda Sou novo aqui","custom_id":"aa9b2b87c4bba8d3d3cd1cd1d07b214d"},{"type":2,"style":1,"disabled":false,"label":"\u2753 D\u00favidas sobre Alian\u00e7a","custom_id":"9f2da66c25d198061a829dd7622ea6ac"},{"type":2,"style":1,"disabled":false,"label":"\ud83c\udfc6 Competi\u00e7\u00f5es e Ligas","custom_id":"5757474c4e700ffe1d294397760b3898"},{"type":2,"style":1,"disabled":false,"label":"\ud83d\udee0\ufe0f Problemas T\u00e9cnicos","custom_id":"2b9ac2b5672905a070bcdffda4753d38"},{"type":2,"style":1,"disabled":false,"label":"\ud83c\udf81 Sistema de Premia\u00e7\u00e3o","custom_id":"e595d3b7f0d69076fd25e0decf64d3e5"}]},{"type":1,"components":[{"type":2,"style":1,"disabled":false,"label":"\u2699\ufe0f Cria\u00e7\u00e3o e Gest\u00e3o de Torneios","custom_id":"9dbabdb38988602f0741599870bcc1dc"},{"type":2,"style":1,"disabled":false,"label":"\ud83d\udcdc Regras e Regulamentos","custom_id":"d48167c4eb4a3815c589ee4b416f7a04"},{"type":2,"style":1,"disabled":false,"label":"\u23f3 Adiamento de Partidas","custom_id":"55e58c70fc675aece1693a18ceb1b8e4"},{"type":2,"style":1,"disabled":false,"label":"\ud83d\udd04 Substitui\u00e7\u00e3o de Membros","custom_id":"66a0723f8fbd23bcfde976a6ca0fb1e3"},{"type":2,"style":1,"disabled":false,"label":"\ud83d\udd0d Outro","custom_id":"d78fbb2f6a00de2336e32db9594d59f8"}]}],"tts":false} has returned 200
[2024-10-20 10:04:09] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297545891644964984/messages has received {'type': 0, 'content': '👋 Olá vinicius6256, bem-vindo ao canal de atendimento!\n\nPor favor, selecione abaixo em qual categoria seu problema se enquadra para que possamos te ajudar melhor:', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2024-10-20T13:04:09.381000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'custom_id': 'aa9b2b87c4bba8d3d3cd1cd1d07b214d', 'style': 1, 'label': '📚 Sou novo aqui'}, {'type': 2, 'id': 3, 'custom_id': '9f2da66c25d198061a829dd7622ea6ac', 'style': 1, 'label': '❓ Dúvidas sobre Aliança'}, {'type': 2, 'id': 4, 'custom_id': '5757474c4e700ffe1d294397760b3898', 'style': 1, 'label': '🏆 Competições e Ligas'}, {'type': 2, 'id': 5, 'custom_id': '2b9ac2b5672905a070bcdffda4753d38', 'style': 1, 'label': '🛠️ Problemas Técnicos'}, {'type': 2, 'id': 6, 'custom_id': 'e595d3b7f0d69076fd25e0decf64d3e5', 'style': 1, 'label': '🎁 Sistema de Premiação'}]}, {'type': 1, 'id': 7, 'components': [{'type': 2, 'id': 8, 'custom_id': '9dbabdb38988602f0741599870bcc1dc', 'style': 1, 'label': '⚙️ Criação e Gestão de Torneios'}, {'type': 2, 'id': 9, 'custom_id': 'd48167c4eb4a3815c589ee4b416f7a04', 'style': 1, 'label': '📜 Regras e Regulamentos'}, {'type': 2, 'id': 10, 'custom_id': '55e58c70fc675aece1693a18ceb1b8e4', 'style': 1, 'label': '⏳ Adiamento de Partidas'}, {'type': 2, 'id': 11, 'custom_id': '66a0723f8fbd23bcfde976a6ca0fb1e3', 'style': 1, 'label': '🔄 Substituição de Membros'}, {'type': 2, 'id': 12, 'custom_id': 'd78fbb2f6a00de2336e32db9594d59f8', 'style': 1, 'label': '🔍 Outro'}]}], 'resolved': {'users': {}, 'members': {}, 'channels': {}, 'roles': {}}, 'id': '1297545898255061154', 'channel_id': '1297545891644964984', 'author': {'id': '1297324281591627837', 'username': 'Sup', 'avatar': None, 'discriminator': '3701', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2024-10-20 10:04:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 14, 'op': 0, 'd': {'version': 1, 'type': 3, 'token': 'aW50ZXJhY3Rpb246MTI5NzU0NTkxMzg1Nzc0MDg0MzpneFN5bFk3bGFnbG84U1Y3MmdTTkZ3UnplQnpNZG1udWFXOEhGV1FXNDA2YXR6WDl5NGdvT0NOaWE5RWRaZTh6elE1QmlhVTJaMGx2aVdxaWRoMFdLeTJBc2pvS3FpV0R4ODN5aW9GNUxtYU9TV0NvbFNxVHowVTBLcnc2SFZFZQ', 'message': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:09.381000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1297545898255061154', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '👋 Olá vinicius6256, bem-vindo ao canal de atendimento!\n\nPor favor, selecione abaixo em qual categoria seu problema se enquadra para que possamos te ajudar melhor:', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 1, 'label': '📚 Sou novo aqui', 'id': 2, 'custom_id': 'aa9b2b87c4bba8d3d3cd1cd1d07b214d'}, {'type': 2, 'style': 1, 'label': '❓ Dúvidas sobre Aliança', 'id': 3, 'custom_id': '9f2da66c25d198061a829dd7622ea6ac'}, {'type': 2, 'style': 1, 'label': '🏆 Competições e Ligas', 'id': 4, 'custom_id': '5757474c4e700ffe1d294397760b3898'}, {'type': 2, 'style': 1, 'label': '🛠️ Problemas Técnicos', 'id': 5, 'custom_id': '2b9ac2b5672905a070bcdffda4753d38'}, {'type': 2, 'style': 1, 'label': '🎁 Sistema de Premiação', 'id': 6, 'custom_id': 'e595d3b7f0d69076fd25e0decf64d3e5'}]}, {'type': 1, 'id': 7, 'components': [{'type': 2, 'style': 1, 'label': '⚙️ Criação e Gestão de Torneios', 'id': 8, 'custom_id': '9dbabdb38988602f0741599870bcc1dc'}, {'type': 2, 'style': 1, 'label': '📜 Regras e Regulamentos', 'id': 9, 'custom_id': 'd48167c4eb4a3815c589ee4b416f7a04'}, {'type': 2, 'style': 1, 'label': '⏳ Adiamento de Partidas', 'id': 10, 'custom_id': '55e58c70fc675aece1693a18ceb1b8e4'}, {'type': 2, 'style': 1, 'label': '🔄 Substituição de Membros', 'id': 11, 'custom_id': '66a0723f8fbd23bcfde976a6ca0fb1e3'}, {'type': 2, 'style': 1, 'label': '🔍 Outro', 'id': 12, 'custom_id': 'd78fbb2f6a00de2336e32db9594d59f8'}]}], 'channel_id': '1297545891644964984', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': []}, 'member': {'user': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T21:06:37.933000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'pt-BR', 'id': '1297545913857740843', 'guild_locale': 'en-US', 'guild_id': '1297304929328828486', 'guild': {'locale': 'en-US', 'id': '1297304929328828486', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'custom_id': '9f2da66c25d198061a829dd7622ea6ac', 'component_type': 2}, 'context': 0, 'channel_id': '1297545891644964984', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 25, 'permissions': '2251799813685247', 'parent_id': '1297545890080231505', 'nsfw': False, 'name': 'atendimento', 'last_message_id': '1297545898255061154', 'id': '1297545891644964984', 'guild_id': '1297304929328828486', 'flags': 0}, 'authorizing_integration_owners': {'0': '1297304929328828486'}, 'application_id': '1297324281591627837', 'app_permissions': '2251799813685247'}}
[2024-10-20 10:04:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:13] [DEBUG   ] discord.client: Dispatching event interaction
[2024-10-20 10:04:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'webhook_id': '1297324281591627837', 'type': 19, 'tts': False, 'timestamp': '2024-10-20T13:04:13.288000+00:00', 'position': 0, 'pinned': False, 'nonce': '1297545913077596160', 'message_reference': {'type': 0, 'message_id': '1297545898255061154', 'guild_id': '1297304929328828486', 'channel_id': '1297545891644964984'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'type': 3, 'interacted_message_id': '1297545898255061154', 'id': '1297545913857740843', 'authorizing_integration_owners': {'0': '1297304929328828486'}}, 'id': '1297545914642075751', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': 'Você selecionou a categoria: Dúvidas sobre Aliança. Aguarde que um moderador vai te ajudar em breve.', 'components': [], 'channel_id': '1297545891644964984', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1297324281591627837'}}
[2024-10-20 10:04:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:13] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:13] [DEBUG   ] discord.webhook.async_: Webhook ID 1297545913857740843 with POST https://discord.com/api/v10/interactions/1297545913857740843/aW50ZXJhY3Rpb246MTI5NzU0NTkxMzg1Nzc0MDg0MzpneFN5bFk3bGFnbG84U1Y3MmdTTkZ3UnplQnpNZG1udWFXOEhGV1FXNDA2YXR6WDl5NGdvT0NOaWE5RWRaZTh6elE1QmlhVTJaMGx2aVdxaWRoMFdLeTJBc2pvS3FpV0R4ODN5aW9GNUxtYU9TV0NvbFNxVHowVTBLcnc2SFZFZQ/callback has returned status code 204
[2024-10-20 10:04:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:13.308000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1297355096719491072', '1297329024351207489'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T22:42:22.705000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1297545914725957686', 'flags': 0, 'embeds': [{'type': 'rich', 'footer': {'text': '*Esse processo ajuda a conectar você com um moderador especializado.*'}, 'content_scan_version': 0}], 'edited_timestamp': None, 'content': 'Por favor, descreva em detalhes o problema que está enfrentando.', 'components': [], 'channel_id': '1297545891644964984', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:13] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297545891644964984/messages with {"embeds":[{"footer":{"text":"*Esse processo ajuda a conectar voc\u00ea com um moderador especializado.*"},"type":"rich"}],"content":"Por favor, descreva em detalhes o problema que est\u00e1 enfrentando.","components":[],"tts":false} has returned 200
[2024-10-20 10:04:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297545891644964984/messages has received {'type': 0, 'content': 'Por favor, descreva em detalhes o problema que está enfrentando.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'footer': {'text': '*Esse processo ajuda a conectar você com um moderador especializado.*'}, 'content_scan_version': 0}], 'timestamp': '2024-10-20T13:04:13.308000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1297545914725957686', 'channel_id': '1297545891644964984', 'author': {'id': '1297324281591627837', 'username': 'Sup', 'avatar': None, 'discriminator': '3701', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2024-10-20 10:04:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:16.974000+00:00', 'pinned': False, 'nonce': '1297545929288581120', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T21:06:37.933000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1297545930102276177', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'dasdasdsa', 'components': [], 'channel_id': '1297545891644964984', 'author': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:17] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:17.234000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1297355096719491072', '1297329024351207489'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T22:42:22.705000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1297545931192795196', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Antes de continuar, você já verificou nossa [página de suporte](http://127.0.0.1:8000/)? \nEla possui uma seção especficamente voltada a seu problema!', 'components': [{'type': 1, 'id': 1, 'components': [{'url': 'http://127.0.0.1:8000/categoria/D%C3%BAvidas%20sobre%20Alian%C3%A7a', 'type': 2, 'style': 5, 'label': 'FAQ', 'id': 2}]}], 'channel_id': '1297545891644964984', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:17] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297545891644964984/messages with {"content":"Antes de continuar, voc\u00ea j\u00e1 verificou nossa [p\u00e1gina de suporte](http://127.0.0.1:8000/)? \nEla possui uma se\u00e7\u00e3o especficamente voltada a seu problema!","components":[{"type":1,"components":[{"type":2,"style":5,"disabled":false,"label":"FAQ","url":"http://127.0.0.1:8000/categoria/D%C3%BAvidas%20sobre%20Alian%C3%A7a"}]}],"tts":false} has returned 200
[2024-10-20 10:04:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297545891644964984/messages has received {'type': 0, 'content': 'Antes de continuar, você já verificou nossa [página de suporte](http://127.0.0.1:8000/)? \nEla possui uma seção especficamente voltada a seu problema!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2024-10-20T13:04:17.234000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'style': 5, 'label': 'FAQ', 'url': 'http://127.0.0.1:8000/categoria/D%C3%BAvidas%20sobre%20Alian%C3%A7a'}]}], 'resolved': {'users': {}, 'members': {}, 'channels': {}, 'roles': {}}, 'id': '1297545931192795196', 'channel_id': '1297545891644964984', 'author': {'id': '1297324281591627837', 'username': 'Sup', 'avatar': None, 'discriminator': '3701', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2024-10-20 10:04:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:17.492000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1297355096719491072', '1297329024351207489'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T22:42:22.705000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1297545932274929684', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Atendimento requisitado por vinicius6256', 'fields': [{'value': 'Dúvidas sobre Aliança', 'name': 'Tópico', 'inline': False}, {'value': 'dasdasdsa', 'name': 'Descrição', 'inline': False}], 'content_scan_version': 0, 'color': 3447003}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'url': 'https://discord.com/channels/1297304929328828486/1297545891644964984', 'type': 2, 'style': 5, 'label': 'Atender', 'id': 2}]}], 'channel_id': '1297374606201716746', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:17] [DEBUG   ] discord.client: Dispatching event message
